         1247635 function calls (1225710 primitive calls) in 1.007 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/_typing/_scalars.py:1(<module>)
     1333    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/__init__.py:670(_set)
      317    0.000    0.000    0.004    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/function_base.py:497(add_newdoc)
       18    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/arrayprint.py:1588(_guarded_repr_or_str)
  316/273    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/sre_compile.py:485(_get_literal_prefix)
      276    0.000    0.000    0.001    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/util/_decorators.py:376(<listcomp>)
        1    0.000    0.000    0.064    0.064 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/_version.py:248(git_pieces_from_vcs)
      322    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/posixpath.py:71(join)
     3780    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      461    0.000    0.000    0.002    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:522(copy)
      458    0.000    0.000    0.001    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/colors.py:268(to_rgba)
     1207    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       92    0.000    0.000    0.001    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/dataclasses.py:671(_get_field)
      715    0.000    0.000    0.019    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/inspect.py:2859(from_callable)
     2230    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      295    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/sre_parse.py:225(__init__)
      345    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/sre_parse.py:85(opengroup)
      909    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/functools.py:65(wraps)
      220    0.000    0.000    0.003    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/abc.py:105(__new__)
       88    0.000    0.000    0.184    0.002 <frozen importlib._bootstrap_external>:1171(create_module)
      117    0.000    0.000    0.088    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/artist.py:1837(kwdoc)
   256/18    0.000    0.000    0.001    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/ast.py:409(generic_visit)
       65    0.000    0.000    0.001    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/_api/deprecation.py:128(deprecate)
      814    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
        5    0.000    0.000    0.063    0.013 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/_version.py:73(run_command)
        1    0.000    0.000    0.009    0.009 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/numeric.py:1(<module>)
       75    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/inspect.py:3065(__str__)
     1262    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/sre_parse.py:82(groups)
      705    0.000    0.000    0.001    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/re.py:188(match)
     1664    0.000    0.000    0.001    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/abc.py:117(__instancecheck__)
      835    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/__init__.py:690(_get)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
      744    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/enum.py:22(_is_dunder)
      286    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/typing.py:218(_deduplicate)
       91    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/sre_compile.py:437(<listcomp>)
       92    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1475(__init__)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       70    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/_config/config.py:452(register_option)
      885    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/colors.py:216(_is_nth_color)
      175    0.000    0.000    0.003    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/tokenize.py:429(_tokenize)
     1610    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
  432/357    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/typing.py:933(__hash__)
      155    0.000    0.000    0.007    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/util/_decorators.py:481(__call__)
     2223    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/typing.py:743(<genexpr>)
      746    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/enum.py:33(_is_sunder)
       61    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/_utils/_inspect.py:144(<lambda>)
      104    0.000    0.000    0.111    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/artist.py:126(__init_subclass__)
      833    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
     2095    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        5    0.000    0.000    0.052    0.010 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/subprocess.py:1090(communicate)
       17    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/dtypes/generic.py:36(create_pandas_abc_type)
      849    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/inspect.py:514(_is_wrapper)
       92    0.000    0.000    0.001    0.000 <frozen zipimport>:63(__init__)
      418    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/holidays/registry.py:172(__init__)
      650    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/os.py:804(fsencode)
       92    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1333(_path_hooks)
      167    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/typing.py:958(__hash__)
      134    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/util.py:333(__init__)
        6    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/contextlib.py:452(callback)
     1317    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      241    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/sre_compile.py:516(_get_charset_prefix)
        1    0.000    0.000    0.002    0.002 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/frame.py:490(DataFrame)
      284    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       48    0.000    0.000    0.003    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/__init__.py:1347(_add_data_doc)
      698    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1006(__init__)
      312    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.227    0.227 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/pyplot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/_cm_listed.py:1(<module>)
1598/1159    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       66    0.000    0.000    0.001    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/typing.py:481(Literal)
       32    0.000    0.000    0.001    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/colors.py:1036(from_list)
       19    0.000    0.000    0.003    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/rcsetup.py:799(validate_cycler)
      863    0.000    0.000    0.002    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/typing.py:466(<genexpr>)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x101314dc0}
      461    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
    88/54    0.000    0.000    0.133    0.002 <frozen importlib._bootstrap_external>:1179(exec_module)
       66    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:4540(__init__)
       71    0.000    0.000    0.001    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/typing.py:832(__getitem__)
       99    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/enum.py:582(_find_data_type)
 1678/210    0.000    0.000    0.001    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/abc.py:121(__subclasscheck__)
     78/4    0.000    0.000    0.001    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:962(_parseCache)
        1    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/strings/accessor.py:147(StringMethods)
      698    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      802    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/types.py:171(__get__)
      574    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/enum.py:12(_is_descriptor)
      261    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/inspect.py:2582(__str__)
      495    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/posixpath.py:60(isabs)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/html/entities.py:1(<module>)
       52    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/ma/core.py:894(__init__)
     2636    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       61    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/typing.py:628(__init__)
      568    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/sre_compile.py:619(isstring)
       80    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/registry.py:1122(_parse_unit_name)
        1    0.000    0.000    0.005    0.005 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/fromnumeric.py:1(<module>)
      306    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/results.py:148(__new__)
      424    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/lib/function_base.py:348(iterable)
      814    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     1013    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/importlib/metadata.py:455(is_egg)
     1510    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.030    0.030 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/multiarray.py:1(<module>)
      158    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/dataclasses.py:612(_is_type)
      342    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
     22/3    0.000    0.000    0.001    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:3983(streamline)
  728/559    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/typing.py:756(__hash__)
        1    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/series.py:244(Series)
      284    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/sre_parse.py:928(fix_flags)
      427    0.000    0.000    0.001    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/colors.py:221(is_color_like)
      980    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/typing.py:750(__eq__)
      518    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/__init__.py:741(__getitem__)
       67    0.000    0.000    0.001    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:3948(__init__)
      150    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/sre_parse.py:868(_parse_flags)
       33    0.000    0.000    0.002    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/dataclasses.py:489(_init_fn)
      819    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(find_spec)
       91    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/sre_compile.py:435(_mk_bitmap)
       52    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/util/_decorators.py:440(__call__)
        1    0.000    0.000    0.215    0.215 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/__init__.py:1(<module>)
       53    0.000    0.000    0.001    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/util.py:240(_make_synonym_function)
       18    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
      284    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/sre_parse.py:76(__init__)
       18    0.000    0.000    0.001    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/typing.py:1866(__new__)
      798    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/__init__.py:966(<lambda>)
